"providedScientificName","matchRemark","taxonId","acceptedTaxonId","parentTaxonId","scientificName","canonicalName","authorship","status","acceptedScientificName","classification","kingdom","phylum","class","order","family","genus"
"Mimosa polycarpa","","43GP2","43GP2","9CLCS","Mimosa polycarpa Kunth","Mimosa polycarpa","Kunth","accepted","Mimosa polycarpa Kunth","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa polycephala","","43GP3","43GP3","9CLCS","Mimosa polycephala Benth.","Mimosa polycephala","Benth.","accepted","Mimosa polycephala Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa potosina","","9DD7W","9DD3F","9DD3F","Mimosa potosina (Britton & Rose) B.L.Turner","Mimosa potosina","(Britton & Rose) B.L.Turner","synonym","Mimosa latidens (Small) B.L.Turner","SPECIES:Mimosa latidens (Small) B.L.Turner|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa pringlei","","6RLRL","6RLRL","9CLCS","Mimosa pringlei S.Watson","Mimosa pringlei","S.Watson","accepted","Mimosa pringlei S.Watson","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa pseudoradula","","9DD89","9DD89","9CLCS","Mimosa pseudoradula Glaz. ex Barneby","Mimosa pseudoradula","Glaz. ex Barneby","accepted","Mimosa pseudoradula Glaz. ex Barneby","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa psilocarpa","","43GPL","43GPL","9CLCS","Mimosa psilocarpa B.L.Rob.","Mimosa psilocarpa","B.L.Rob.","accepted","Mimosa psilocarpa B.L.Rob.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa pteridifolia","","43GPN","43GPN","9CLCS","Mimosa pteridifolia Benth.","Mimosa pteridifolia","Benth.","accepted","Mimosa pteridifolia Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa pudica","","43GPS","43GPS","9CLCS","Mimosa pudica L.","Mimosa pudica","L.","accepted","Mimosa pudica L.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa purpurascens","","43GQ5","9DWY6","9DWY6","Mimosa purpurascens B.L.Rob.","Mimosa purpurascens","B.L.Rob.","synonym","Mimosa distachya var. distachya","VARIETY:Mimosa distachya var. distachya|SPECIES:Mimosa distachya Cav.|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa purpusii","","43GQ7","43GQ7","9CLCS","Mimosa purpusii Brandegee","Mimosa purpusii","Brandegee","accepted","Mimosa purpusii Brandegee","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa quadrivalvis","","43GQC","43GQC","9CLCS","Mimosa quadrivalvis L.","Mimosa quadrivalvis","L.","accepted","Mimosa quadrivalvis L.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa radula","","43GQG","43GQG","9CLCS","Mimosa radula Benth.","Mimosa radula","Benth.","accepted","Mimosa radula Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa ramosissima","","43GQK","43GQK","9CLCS","Mimosa ramosissima Benth.","Mimosa ramosissima","Benth.","accepted","Mimosa ramosissima Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa rhodocarpa","","43GQW","43GQW","9CLCS","Mimosa rhodocarpa (Britton & Rose) R.Grether","Mimosa rhodocarpa","(Britton & Rose) R.Grether","accepted","Mimosa rhodocarpa (Britton & Rose) R.Grether","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa rhododactyla","","43GQX","43GQX","9CLCS","Mimosa rhododactyla B.L.Rob.","Mimosa rhododactyla","B.L.Rob.","accepted","Mimosa rhododactyla B.L.Rob.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa rosei","","43GRD","43GRD","9CLCS","Mimosa rosei B.L.Rob.","Mimosa rosei","B.L.Rob.","accepted","Mimosa rosei B.L.Rob.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa rufescens","","43GRK","43GRK","9CLCS","Mimosa rufescens Benth.","Mimosa rufescens","Benth.","accepted","Mimosa rufescens Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa scabrella","","43GRW","43GRW","9CLCS","Mimosa scabrella Benth.","Mimosa scabrella","Benth.","accepted","Mimosa scabrella Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa schleidenii","","43GRZ","43GRZ","9CLCS","Mimosa schleidenii Herter","Mimosa schleidenii","Herter","accepted","Mimosa schleidenii Herter","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa schomburgkii","","43GS2","43GS2","9CLCS","Mimosa schomburgkii Benth.","Mimosa schomburgkii","Benth.","accepted","Mimosa schomburgkii Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa sensibilis","","43GS8","43GS8","9CLCS","Mimosa sensibilis Griseb.","Mimosa sensibilis","Griseb.","accepted","Mimosa sensibilis Griseb.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa setosa","","43GSL","43GSL","9CLCS","Mimosa setosa Benth.","Mimosa setosa","Benth.","accepted","Mimosa setosa Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa sicyocarpa","","43GSP","43GSP","9CLCS","Mimosa sicyocarpa B.L.Rob.","Mimosa sicyocarpa","B.L.Rob.","accepted","Mimosa sicyocarpa B.L.Rob.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa similis","","43GSR","43GSR","9CLCS","Mimosa similis Britton & Rose","Mimosa similis","Britton & Rose","accepted","Mimosa similis Britton & Rose","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa sinaloensis","","43GST","43GST","9CLCS","Mimosa sinaloensis Britton & Rose","Mimosa sinaloensis","Britton & Rose","accepted","Mimosa sinaloensis Britton & Rose","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa skinneri","","43GSW","43GSW","9CLCS","Mimosa skinneri Benth.","Mimosa skinneri","Benth.","accepted","Mimosa skinneri Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa somnians","","43GSY","43GSY","9CLCS","Mimosa somnians Humb. & Bonpl. ex Willd.","Mimosa somnians","Humb. & Bonpl. ex Willd.","accepted","Mimosa somnians Humb. & Bonpl. ex Willd.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa sousae","","43GT4","43GT4","9CLCS","Mimosa sousae R.Grether","Mimosa sousae","R.Grether","accepted","Mimosa sousae R.Grether","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa spirocarpa","","43GTD","43GTD","9CLCS","Mimosa spirocarpa Rose","Mimosa spirocarpa","Rose","accepted","Mimosa spirocarpa Rose","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa strigillosa","","73LRH","73LRH","9CLCS","Mimosa strigillosa Torr. & A.Gray","Mimosa strigillosa","Torr. & A.Gray","accepted","Mimosa strigillosa Torr. & A.Gray","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa tenuiflora","","6RLRC","6RLRC","9CLCS","Mimosa tenuiflora (Willd.) Poir.","Mimosa tenuiflora","(Willd.) Poir.","accepted","Mimosa tenuiflora (Willd.) Poir.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa townsendii","","43GV2","43GV2","9CLCS","Mimosa townsendii Barneby","Mimosa townsendii","Barneby","accepted","Mimosa townsendii Barneby","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa tricephala","","43GV9","43GV9","9CLCS","Mimosa tricephala Schltdl. & Cham.","Mimosa tricephala","Schltdl. & Cham.","accepted","Mimosa tricephala Schltdl. & Cham.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa turneri","","43GVF","43GVF","9CLCS","Mimosa turneri Barneby","Mimosa turneri","Barneby","accepted","Mimosa turneri Barneby","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa unipinnata","","43GVT","43GVT","9CLCS","Mimosa unipinnata B.D.Parfitt & Pinkava","Mimosa unipinnata","B.D.Parfitt & Pinkava","accepted","Mimosa unipinnata B.D.Parfitt & Pinkava","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa ursina","","6RM4Y","6RM4Y","9CLCS","Mimosa ursina Mart.","Mimosa ursina","Mart.","accepted","Mimosa ursina Mart.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa velloziana","","43GW5","43GW5","9CLCS","Mimosa velloziana Mart.","Mimosa velloziana","Mart.","accepted","Mimosa velloziana Mart.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa venatorum","","9DDF7","9DDF7","9CLCS","Mimosa venatorum Barneby","Mimosa venatorum","Barneby","accepted","Mimosa venatorum Barneby","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa virgula","","9DDFJ","9DDFJ","9CLCS","Mimosa virgula Barneby","Mimosa virgula","Barneby","accepted","Mimosa virgula Barneby","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa warnockii","","43GWQ","43G4H","43G4H","Mimosa warnockii B.L.Turner","Mimosa warnockii","B.L.Turner","synonym","Mimosa biuncifera Benth.","SPECIES:Mimosa biuncifera Benth.|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa watsonii","","43GWS","43GWS","9CLCS","Mimosa watsonii B.L.Rob.","Mimosa watsonii","B.L.Rob.","accepted","Mimosa watsonii B.L.Rob.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa wherryana","","43GWV","9DX7G","9DX7G","Mimosa wherryana (Britton) Standl.","Mimosa wherryana","(Britton) Standl.","synonym","Mimosa texana var. texana","VARIETY:Mimosa texana var. texana|SPECIES:Mimosa texana (A.Gray) Small|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa xanthocentra","","43GX5","43GX5","9CLCS","Mimosa xanthocentra Mart.","Mimosa xanthocentra","Mart.","accepted","Mimosa xanthocentra Mart.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa xanti","","43GX7","9DX7L","9DX7L","Mimosa xanti A.Gray","Mimosa xanti","A.Gray","synonym","Mimosa tricephala var. xanti (A.Gray) Chehaibar & R.Grether","VARIETY:Mimosa tricephala var. xanti (A.Gray) Chehaibar & R.Grether|SPECIES:Mimosa tricephala Schltdl. & Cham.|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa xochipalensis","","43GXB","43GXB","9CLCS","Mimosa xochipalensis R.Grether","Mimosa xochipalensis","R.Grether","accepted","Mimosa xochipalensis R.Grether","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa zacapana","","43GXG","9DX7L","9DX7L","Mimosa zacapana Standl. & Steyerm.","Mimosa zacapana","Standl. & Steyerm.","synonym","Mimosa tricephala var. xanti (A.Gray) Chehaibar & R.Grether","VARIETY:Mimosa tricephala var. xanti (A.Gray) Chehaibar & R.Grether|SPECIES:Mimosa tricephala Schltdl. & Cham.|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa zygophylla","","9DDFN","9DDFN","9CLCS","Mimosa zygophylla Benth.","Mimosa zygophylla","Benth.","accepted","Mimosa zygophylla Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Neptunia gracilis","","4745T","4745T","9CLG7","Neptunia gracilis Benth.","Neptunia gracilis","Benth.","accepted","Neptunia gracilis Benth.","GENUS:Neptunia Lour.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Neptunia Lour."
"Neptunia lutea","","4745Z","4745Z","9CLG7","Neptunia lutea (Leavenw.) Benth.","Neptunia lutea","(Leavenw.) Benth.","accepted","Neptunia lutea (Leavenw.) Benth.","GENUS:Neptunia Lour.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Neptunia Lour."
